city name,postcode,latitude,longitude
LAILLE,35890,47.967022301, -1.713936819
LE VIVIER SUR MER,35960,48.59749784, -1.780929064
VANNES,56000,47.659791963, -2.757100271
LORIENT,56100,47.750711617, -3.378920629
GOURIN,56110,48.136588938, -3.604144833
ROUDOUALLEC,56110,48.120009317, -3.694337668
LE SAINT,56110,48.096866464, -3.565019487
LA CROIX HELLEAN,56120,47.963764752, -2.51103388
GUEGON,56120,47.925504665, -2.586230282
FORGES DE LANOUEE,56120,48.010692279, -2.580676769
FORGES DE LANOUEE,56120,48.010692279, -2.580676769
ST SERVANT,56120,47.899196576, -2.512037125
HELLEAN,56120,47.967923489, -2.480636576
LA GREE ST LAURENT,56120,48.00158581, -2.503987512
JOSSELIN,56120,47.954109117, -2.547893669
LANTILLAC,56120,47.951469491, -2.660408507
PLEUGRIFFET,56120,47.994156386, -2.691264048
MARZAN,56130,47.541392612, -2.353511797
LA ROCHE BERNARD,56130,47.51954187, -2.302657759
FEREL,56130,47.48717969, -2.339653888
PEAULE,56130,47.582874593, -2.335522017
CAMOEL,56130,47.477623944, -2.398693476
NIVILLAC,56130,47.540561642, -2.249458487
ST DOLAY,56130,47.54718487, -2.172189892
THEHILLAC,56130,47.55196028, -2.11844535
MISSIRIAC,56140,47.823856619, -2.355901522
RUFFIAC,56140,47.814045411, -2.285064145
ST LAURENT SUR OUST,56140,47.791784467, -2.313935972
ST MARCEL,56140,47.811592521, -2.416898853
CARO,56140,47.86214178, -2.327688306
REMINIAC,56140,47.863585231, -2.252678361
ST CONGARD,56140,47.767927458, -2.328266453
TREAL,56140,47.832862307, -2.229180192
ST ABRAHAM,56140,47.848117694, -2.406372685
BOHAL,56140,47.78470479, -2.447014479
MALESTROIT,56140,47.807347733, -2.38700699
PLEUCADEUC,56140,47.769324495, -2.386172758
BAUD,56150,47.875553114, -3.030708242
GUENIN,56150,47.905506128, -2.96648019
ST BARTHELEMY,56150,47.926866163, -3.040579406
SEGLIEN,56160,48.102464719, -3.151731901
LIGNOL,56160,48.02730613, -3.271658004
LOCMALO,56160,48.06247434, -3.183177186
PERSQUEN,56160,48.014984362, -3.218837642
LANGOELAN,56160,48.121011246, -3.233228076
PLOERDUT,56160,48.092623611, -3.288195332
GUEMENE SUR SCORFF,56160,48.066113437, -3.205176255
HOEDIC,56170,47.339850821, -2.875335445
QUIBERON,56170,47.487962212, -3.122714113
ILE D HOUAT,56170,47.389997905, -2.968742032
LA TRINITE SURZUR,56190,47.604979517, -2.592064463
AMBON,56190,47.557163, -2.541061818
ARZAL,56190,47.521380902, -2.404143814
LE GUERNO,56190,47.590967833, -2.399742517
LAUZACH,56190,47.611417147, -2.556142698
MUZILLAC,56190,47.555026291, -2.473645357
BILLIERS,56190,47.523493733, -2.479381901
NOYAL MUZILLAC,56190,47.599595078, -2.45951403
COURNON,56200,47.749467057, -2.09823698
LA GACILLY,56200,47.763828747, -2.14023729
LA GACILLY,56200,47.763828747, -2.14023729
ST MARTIN SUR OUST,56200,47.762734902, -2.264528098
LES FOUGERETS,56200,47.748210999, -2.197434587
LA GACILLY,56200,47.763828747, -2.14023729
LIMERZEL,56220,47.636056342, -2.361975436
MALANSAC,56220,47.686382249, -2.299506053
ROCHEFORT EN TERRE,56220,47.69896182, -2.344427658
ST JACUT LES PINS,56220,47.67785632, -2.212340143
PEILLAC,56220,47.715286814, -2.218840199
CADEN,56220,47.640465758, -2.29940429
PLUHERLIN,56220,47.715073695, -2.370212879
ST GRAVE,56220,47.722799801, -2.288555927
LARRE,56230,47.71595916, -2.4943615
QUESTEMBERT,56230,47.663936666, -2.43650753
MOLAC,56230,47.736036899, -2.439303315
BERRIC,56230,47.63852606, -2.527347397
LE COURS,56230,47.749125488, -2.508145385
PLOUAY,56240,47.927051006, -3.337276295
INGUINIEL,56240,47.955663014, -3.260335127
LANVAUDAN,56240,47.889450064, -3.264233641
CALAN,56240,47.880402675, -3.312145724
BERNE,56240,47.984845172, -3.373760772
MONTERBLANC,56250,47.731426364, -2.696314299
ELVEN,56250,47.732777259, -2.592959731
SULNIAC,56250,47.660294803, -2.562207769
TREFFLEAN,56250,47.678258599, -2.622102534
ST NOLFF,56250,47.69863388, -2.665950286
TREDION,56250,47.782989524, -2.583971546
LA VRAIE CROIX,56250,47.689981017, -2.518979605
LARMOR PLAGE,56260,47.715955025, -3.391638203
PLOEMEUR,56270,47.732532156, -3.442277001
PORT LOUIS,56290,47.709618118, -3.349748873
NEULLIAC,56300,48.121785081, -2.971978341
PONTIVY,56300,48.073196334, -2.970642339
ST THURIAU,56300,48.017181057, -2.943536857
KERGRIST,56300,48.147326209, -2.928687353
LE SOURN,56300,48.038384224, -2.994843126
MALGUENAC,56300,48.069034426, -3.056524909
MELRAND,56310,47.975028678, -3.100137196
PLUMELIAU BIEUZY,56310,47.972779654, -2.992531365
BUBRY,56310,47.968840088, -3.176179002
QUISTINIC,56310,47.909249669, -3.127398095
GUERN,56310,48.034724266, -3.102315608
PRIZIAC,56320,48.055585933, -3.43507886
LE FAOUET,56320,48.048725954, -3.508729907
MESLAN,56320,47.987787085, -3.447800409
LANVENEGEN,56320,48.004299964, -3.531714116
CAMORS,56330,47.830036303, -3.000061211
PLUVIGNER,56330,47.782651228, -3.015871696
PLUVIGNER,56330,47.782651228, -3.015871696
CARNAC,56340,47.608568525, -3.069968945
PLOUHARNEL,56340,47.600512357, -3.122224592
ALLAIRE,56350,47.639321756, -2.177336284
ST PERREUX,56350,47.672510599, -2.122715049
ST GORGON,56350,47.642124298, -2.238225623
ST JEAN LA POTERIE,56350,47.64545314, -2.122800698
BEGANNE,56350,47.602737037, -2.244241601
ST VINCENT SUR OUST,56350,47.702387659, -2.148390523
RIEUX,56350,47.60581778, -2.125696147
SAUZON,56360,47.354062986, -3.230901296
LE PALAIS,56360,47.342732992, -3.170912084
BANGOR,56360,47.313069437, -3.192784025
LOCMARIA,56360,47.302154316, -3.105309494
SARZEAU,56370,47.524108986, -2.751721049
LE TOUR DU PARC,56370,47.529413739, -2.654119297
BEIGNON,56380,47.965835344, -2.180339896
MONTENEUF,56380,47.878442912, -2.192897567
ST MALO DE BEIGNON,56380,47.956136106, -2.144731056
PORCARO,56380,47.920002729, -2.193556498
GUER,56380,47.907833526, -2.129142173
GUER,56380,47.907833526, -2.129142173
GRAND CHAMP,56390,47.760815001, -2.847811035
LOCQUELTAS,56390,47.763940153, -2.758140606
BRANDIVY,56390,47.784224988, -2.922225374
LOCMARIA GRAND CHAMP,56390,47.759977747, -2.790177563
COLPO,56390,47.816600324, -2.806580262
PLOUGOUMELEN,56400,47.661158562, -2.897914064
PLUMERGAT,56400,47.727805712, -2.922867803
LE BONO,56400,47.636956039, -2.939215911
STE ANNE D AURAY,56400,47.700406765, -2.952858221
AURAY,56400,47.667479044, -2.990480599
PLOEMEL,56400,47.659528545, -3.07155781
BRECH,56400,47.709356381, -3.024142132
PLUNERET,56400,47.678430059, -2.945824584
ERDEVEN,56410,47.637063503, -3.156160436
ETEL,56410,47.656685091, -3.198362331
PLUMELEC,56420,47.825785735, -2.623532091
CRUGUEL,56420,47.878077778, -2.590620331
PLAUDREN,56420,47.779326416, -2.695216598
GUEHENNO,56420,47.891871815, -2.65173195
BILLIO,56420,47.867798245, -2.647565242
BULEON,56420,47.920177593, -2.675045402
MAURON,56430,48.082675719, -2.304884581
CONCORET,56430,48.065570226, -2.209424921
NEANT SUR YVEL,56430,48.022478006, -2.333055924
TREHORENTEUC,56430,48.004180848, -2.295374439
BRIGNAC,56430,48.112177029, -2.395213855
ST BRIEUC DE MAURON,56430,48.089978637, -2.361207694
ST LERY,56430,48.091184213, -2.263744791
LANGUIDIC,56440,47.836984625, -3.147860566
LE HEZO,56450,47.580786088, -2.690881693
SURZUR,56450,47.569107019, -2.627192139
THEIX NOYALO,56450,47.631759109, -2.651784102
THEIX NOYALO,56450,47.631759109, -2.651784102
ST ARMEL,56450,47.564484913, -2.713038288
ST GUYOMARD,56460,47.779433861, -2.50230085
VAL D OUST,56460,47.870825024, -2.431663823
LIZIO,56460,47.864423354, -2.520225179
SERENT,56460,47.824857271, -2.497399367
VAL D OUST,56460,47.870825024, -2.431663823
LA TRINITE SUR MER,56470,47.589980808, -3.036318716
ST PHILIBERT,56470,47.587869887, -3.000797545
CLEGUEREC,56480,48.128101089, -3.06365638
ST AIGNAN,56480,48.182188636, -3.049019465
STE BRIGITTE,56480,48.177042049, -3.11040789
SILFIAC,56480,48.144879851, -3.172961745
GUILLIERS,56490,48.051945694, -2.415107194
MENEAC,56490,48.131560657, -2.454076691
MOHON,56490,48.063250948, -2.494912872
EVRIGUET,56490,48.083486637, -2.404963276
LA TRINITE PORHOET,56490,48.09858029, -2.524164736
ST MALO DES TROIS FONTAINES,56490,48.016962979, -2.469012229
BIGNAN,56500,47.877128765, -2.759589533
EVELLYS,56500,47.974816164, -2.870054353
EVELLYS,56500,47.974816164, -2.870054353
LA CHAPELLE NEUVE,56500,47.855792123, -2.933979588
REGUINY,56500,47.986293689, -2.771251437
LOCMINE,56500,47.880139389, -2.837526831
MOUSTOIR AC,56500,47.842977029, -2.858736524
PLUMELIN,56500,47.882321883, -2.887457637
ST ALLOUESTRE,56500,47.908351408, -2.73618227
MOREAC,56500,47.933038525, -2.803850649
EVELLYS,56500,47.974816164, -2.870054353
RADENAC,56500,47.949123642, -2.713192616
ST PIERRE QUIBERON,56510,47.522671523, -3.138504295
GUIDEL,56520,47.794418189, -3.492427568
QUEVEN,56530,47.784331042, -3.418526738
GESTEL,56530,47.808322546, -3.437634061
ST CARADEC TREGOMEL,56540,48.032460733, -3.351418239
LE CROISTY,56540,48.061466933, -3.37320876
KERNASCLEDEN,56540,48.008452888, -3.329088072
ST TUGDUAL,56540,48.096136779, -3.366970607
BELZ,56550,47.672411176, -3.161744463
LOCOAL MENDON,56550,47.702031769, -3.1095634
GUISCRIFF,56560,48.042771619, -3.623328709
LOCMIQUELIC,56570,47.730934277, -3.329045142
BREHAN,56580,48.070150572, -2.686850781
CREDIN,56580,48.038955118, -2.764996913
ROHAN,56580,48.089529609, -2.742774706
ROHAN,56580,48.089529609, -2.742774706
ROHAN,56580,48.089529609, -2.742774706
GROIX,56590,47.637219168, -3.464382216
LANESTER,56600,47.768795862, -3.327427344
ARRADON,56610,47.633874493, -2.822764777
PONT SCORFF,56620,47.839349037, -3.41961778
CLEGUER,56620,47.865272894, -3.365175889
LANGONNET,56630,48.131846317, -3.481212881
ARZON,56640,47.547656248, -2.886486806
ARZON,56640,47.547656248, -2.886486806
INZINZAC LOCHRIST,56650,47.856381763, -3.251954912
ST JEAN BREVELAY,56660,47.831311015, -2.727237193
RIANTEC,56670,47.718519644, -3.30296561
GAVRES,56680,47.695126529, -3.334342308
PLOUHINEC,56680,47.692459316, -3.23326746
LANDEVANT,56690,47.771689809, -3.113336938
LANDAUL,56690,47.741506472, -3.099443975
NOSTANG,56690,47.755028768, -3.17479234
BRANDERION,56700,47.792378094, -3.193270414
MERLEVENEZ,56700,47.732694981, -3.244200009
HENNEBONT,56700,47.807604985, -3.270366459
STE HELENE,56700,47.717419522, -3.18525192
KERVIGNAC,56700,47.768787324, -3.247912575
ST GILDAS DE RHUYS,56730,47.512372747, -2.832424664
LOCMARIAQUER,56740,47.577600653, -2.96276473
DAMGAN,56750,47.522360225, -2.585773021
PENESTIN,56760,47.473024615, -2.465433896
PLOURAY,56770,48.134288053, -3.375672875
ILE AUX MOINES,56780,47.583799434, -2.854158374
GUILLAC,56800,47.923891021, -2.479239615
PLOERMEL,56800,47.917356575, -2.379915883
AUGAN,56800,47.912505767, -2.267644551
CAMPENEAC,56800,47.962620773, -2.277925325
GOURHEL,56800,47.93926141, -2.359142948
LOYAT,56800,47.992380372, -2.384307511
TAUPONT,56800,47.962638334, -2.442675343
MONTERTELOT,56800,47.885921308, -2.412428125
PLOERMEL,56800,47.917356575, -2.379915883
VAL D OUST,56800,47.870825024, -2.431663823
ILE D ARZ,56840,47.592230874, -2.802023605
CAUDAN,56850,47.813267455, -3.341411551
SENE,56860,47.62209874, -2.725704535
LARMOR BADEN,56870,47.591961525, -2.899788197
BADEN,56870,47.614999248, -2.903301929
PLOEREN,56880,47.661790536, -2.84286151
ST AVE,56890,47.698698157, -2.74177733
MEUCON,56890,47.723957223, -2.773862267
PLESCOP,56890,47.697603123, -2.831139936
CARENTOIR,56910,47.823364182, -2.131027327
CARENTOIR,56910,47.823364182, -2.131027327
ST NICOLAS DU TERTRE,56910,47.79613606, -2.21782565
ST GERAND CROIXANVEC,56920,48.108887728, -2.886072133
GUELTAS,56920,48.091605614, -2.810458132
NOYAL PONTIVY,56920,48.061462547, -2.891152065
ST GERAND CROIXANVEC,56920,48.108887728, -2.886072133
KERFOURN,56920,48.043261614, -2.837352822
ST GONNERY,56920,48.125825844, -2.821060075
PLUMELIAU BIEUZY,56930,47.972779654, -2.992531365
CRACH,56950,47.630421243, -3.000327805
